Document ID,text_size,Size Classification (Range),Size Classification (Thirds),File Type
5163,265.88,Small,Lower,excel
5164,308.75,Small,Lower,pdf
5165,3798040.96,Large,Mid,pdf
5166,434.58,Small,Lower,pdf
5167,1046597.09,Large,Lower,pdf
5168,392.78,Small,Lower,pdf
5169,664.92,Small,Mid,pdf
5170,912.06,Small,Mid,pdf
5171,922.12,Small,Mid,pdf
5172,983.97,Small,Mid,excel
5173,761.33,Small,Mid,excel
5174,872.38,Small,Mid,excel
5175,764.47,Small,Mid,excel
5176,4499900.70,Large,Mid,pdf
5177,228.68,Small,Lower,excel
5178,15022.52,Medium,Lower,excel
5179,650.66,Small,Mid,pdf
5180,730.59,Small,Mid,pdf
5181,285.49,Small,Lower,excel
5182,192.10,Small,Lower,pdf
5183,601.98,Small,Mid,excel
5184,4842951.28,Large,Mid,excel
5185,439.04,Small,Lower,pdf
5186,542.85,Small,Mid,pdf
5187,179.25,Small,Lower,excel
5188,584.16,Small,Mid,excel
5189,543.54,Small,Mid,pdf
5190,24188.30,Medium,Mid,excel
5191,2130626.38,Large,Lower,excel
5192,530.86,Small,Mid,pdf
5193,6182.48,Medium,Lower,excel
5194,605.04,Small,Mid,pdf
5195,654.85,Small,Mid,excel
5196,851.32,Small,Mid,excel
5197,17726.75,Medium,Mid,pdf
5198,991.85,Small,Mid,pdf
5199,4547762.34,Large,Mid,excel
5200,6399.49,Medium,Lower,excel
5201,3839.68,Medium,Lower,excel
5202,22473.98,Medium,Mid,excel
5203,9328.65,Medium,Lower,excel
5204,10343.97,Medium,Lower,pdf
5205,9346.52,Medium,Lower,pdf
5206,439.66,Small,Lower,pdf
5207,15710.14,Medium,Mid,excel
5208,25399.66,Medium,Mid,excel
5209,443.31,Small,Lower,excel
5210,724.85,Small,Mid,pdf
5211,640.23,Small,Mid,pdf
5212,5.65,Small,Lower,msg
5213,426.69,Small,Lower,excel
5214,23118.48,Medium,Mid,pdf
5215,1886486.21,Large,Lower,excel
5216,1776599.95,Large,Lower,excel
5217,807.93,Small,Mid,pdf
5218,5131.61,Medium,Lower,excel
5219,843.29,Small,Mid,excel
5220,154.47,Small,Lower,pdf
5221,942.08,Small,Mid,pdf
5222,963.73,Small,Mid,excel
5223,4312.43,Medium,Lower,excel
5224,925.26,Small,Mid,pdf
5225,4746507.29,Large,Mid,pdf
5226,915284.97,Large,Lower,excel
5227,719.89,Small,Mid,pdf
5228,113.93,Small,Lower,excel
5229,428.68,Small,Lower,excel
5230,26573.79,Medium,Mid,pdf
5231,3694.42,Medium,Lower,excel
5232,17485.31,Medium,Mid,pdf
5233,21400.04,Medium,Mid,pdf
5234,260.65,Small,Lower,pdf
5235,274.62,Small,Lower,pdf
5236,4813516.96,Large,Mid,excel
5237,3578506.93,Large,Mid,excel
5238,289.77,Small,Lower,pdf
5239,284.65,Small,Lower,pdf
5240,786.68,Small,Mid,excel
5241,702.61,Small,Mid,excel
5242,737.15,Small,Mid,pdf
5243,117.03,Small,Lower,excel
5244,358.44,Small,Lower,pdf
5245,920.57,Small,Mid,pdf
5246,160.48,Small,Lower,pdf
5247,552.93,Small,Mid,pdf
5248,189.05,Small,Lower,excel
5249,19409.24,Medium,Mid,excel
5250,789.85,Small,Mid,pdf
5251,19.75,Small,Lower,msg
5252,1957630.58,Large,Lower,pdf
5253,2124952.79,Large,Lower,excel
5254,25897.66,Medium,Mid,pdf
5255,18733.12,Medium,Mid,pdf
5256,11546.24,Medium,Lower,pdf
5257,3823.92,Medium,Lower,excel
5258,251.71,Small,Lower,pdf
5259,2290.66,Medium,Lower,excel
5260,11720.36,Medium,Lower,pdf
5261,10358.47,Medium,Lower,pdf
5262,449.64,Small,Lower,pdf
5263,11620.20,Medium,Lower,pdf
5264,8442.28,Medium,Lower,pdf
5265,439.43,Small,Lower,excel
5266,344.19,Small,Lower,pdf
5267,25300.25,Medium,Mid,excel
5268,517.74,Small,Mid,pdf
5269,159.08,Small,Lower,excel
5270,815.12,Small,Mid,excel
5271,89.69,Small,Lower,doc
5272,599.93,Small,Mid,excel
5273,984.79,Small,Mid,pdf
5274,8830.72,Medium,Lower,pdf
5275,515.58,Small,Mid,excel
5276,11798.13,Medium,Lower,pdf
5277,442.15,Small,Lower,pdf
5278,25553.89,Medium,Mid,excel
5279,2313.28,Medium,Lower,pdf
5280,27171.33,Medium,Mid,pdf
5281,3425209.87,Large,Mid,excel
5282,25666.98,Medium,Mid,excel
5283,19447.21,Medium,Mid,excel
5284,986.95,Small,Mid,pdf
5285,378.05,Small,Lower,excel
5286,733.30,Small,Mid,excel
5287,683.54,Small,Mid,excel
5288,715.93,Small,Mid,pdf
5289,19.58,Small,Lower,msg
5290,270.42,Small,Lower,pdf
5291,12182.47,Medium,Lower,excel
5292,2452745.11,Large,Lower,excel
5293,15452.62,Medium,Lower,pdf
5294,652.70,Small,Mid,excel
5295,724.76,Small,Mid,pdf
5296,28379.05,Medium,Mid,excel
5297,588.34,Small,Mid,excel
5298,989.77,Small,Mid,pdf
5299,13699.68,Medium,Lower,excel
5300,2204089.48,Large,Lower,pdf
5301,792184.74,Large,Lower,pdf
5302,14215.70,Medium,Lower,pdf
5303,205.97,Small,Lower,excel
5304,22.75,Small,Lower,msg
5305,29214.11,Medium,Mid,pdf
5306,19430.67,Medium,Mid,pdf
5307,6101.45,Medium,Lower,excel
5308,2631304.21,Large,Mid,pdf
5309,12833.80,Medium,Lower,excel
5310,256.44,Small,Lower,pdf
5311,384.04,Small,Lower,pdf
5312,7509.79,Medium,Lower,pdf
5313,25105.05,Medium,Mid,pdf
5314,672.84,Small,Mid,pdf
5315,647.75,Small,Mid,pdf
5316,855.01,Small,Mid,pdf
5317,800.61,Small,Mid,pdf
5318,3869.64,Medium,Lower,pdf
5319,992.84,Small,Mid,pdf
5320,14621.75,Medium,Lower,pdf
5321,9249.33,Medium,Lower,pdf
5322,597.09,Small,Mid,excel
5323,456.14,Small,Lower,excel
5324,828.07,Small,Mid,excel
5325,331.11,Small,Lower,excel
5326,607.88,Small,Mid,pdf
5327,689.41,Small,Mid,pdf
5328,12150.93,Medium,Lower,pdf
5329,3547345.68,Large,Mid,excel
5330,260.21,Small,Lower,excel
5331,23800.56,Medium,Mid,pdf
5332,6384.16,Medium,Lower,excel
5333,8307.86,Medium,Lower,pdf
5334,8901.02,Medium,Lower,excel
5335,25058.39,Medium,Mid,pdf
5336,26788.24,Medium,Mid,pdf
5337,438.61,Small,Lower,excel
5338,973.17,Small,Mid,excel
5339,569.85,Small,Mid,pdf
5340,871.99,Small,Mid,pdf
5341,24826.40,Medium,Mid,pdf
5342,257.88,Small,Lower,pdf
5343,25182.70,Medium,Mid,excel
5344,21.91,Small,Lower,doc
5345,5574.33,Medium,Lower,pdf
5346,250.49,Small,Lower,pdf
5347,678.03,Small,Mid,pdf
5348,28697.91,Medium,Mid,excel
5349,406.74,Small,Lower,excel
5350,886.17,Small,Mid,pdf
5351,29895.00,Medium,Mid,excel
5352,72.75,Small,Lower,doc
5353,16005.53,Medium,Mid,excel
5354,12054.28,Medium,Lower,excel
5355,313.92,Small,Lower,excel
5356,169.10,Small,Lower,excel
5357,26388.68,Medium,Mid,pdf
5358,120.51,Small,Lower,excel
5359,160.67,Small,Lower,excel
5360,28454.55,Medium,Mid,excel
5361,25711.00,Medium,Mid,pdf
5362,482.64,Small,Lower,pdf
5363,272.14,Small,Lower,excel
5364,706.62,Small,Mid,pdf
5365,4440.42,Medium,Lower,excel
5366,703.56,Small,Mid,excel
5367,3480882.19,Large,Mid,excel
5368,901.34,Small,Mid,excel
5369,664.10,Small,Mid,pdf
5370,936.89,Small,Mid,pdf
5371,868.66,Small,Mid,pdf
5372,27664.24,Medium,Mid,pdf
5373,730.55,Small,Mid,pdf
5374,504.46,Small,Mid,excel
5375,622.10,Small,Mid,pdf
5376,23628.97,Medium,Mid,excel
5377,2757656.34,Large,Mid,pdf
5378,520.30,Small,Mid,pdf
5379,23471.81,Medium,Mid,excel
5380,104.05,Small,Lower,excel
5381,26596.04,Medium,Mid,excel
5382,19681.34,Medium,Mid,excel
5383,920.96,Small,Mid,pdf
5384,20811.56,Medium,Mid,pdf
5385,903.39,Small,Mid,excel
5386,601.63,Small,Mid,pdf
5387,10501.47,Medium,Lower,excel
5388,727.44,Small,Mid,pdf
5389,24748.86,Medium,Mid,pdf
5390,608.67,Small,Mid,excel
5391,327.99,Small,Lower,pdf
5392,8119.98,Medium,Lower,excel
5393,492.88,Small,Lower,pdf
5394,14438.91,Medium,Lower,pdf
5395,10447.30,Medium,Lower,excel
5396,748530.49,Large,Lower,pdf
5397,1348.11,Medium,Lower,pdf
5398,21828.37,Medium,Mid,pdf
5399,333.47,Small,Lower,pdf
5400,947.76,Small,Mid,pdf
5401,930.89,Small,Mid,pdf
5402,370.84,Small,Lower,excel
5403,23276.01,Medium,Mid,pdf
5404,12358.86,Medium,Lower,pdf
5405,4960518.82,Large,Mid,pdf
5406,27792.04,Medium,Mid,pdf
5407,20379.89,Medium,Mid,excel
5408,930.39,Small,Mid,pdf
5409,27122.40,Medium,Mid,excel
5410,5508.00,Medium,Lower,pdf
5411,729.70,Small,Mid,pdf
5412,18925.93,Medium,Mid,pdf
5413,14751.95,Medium,Lower,pdf
5414,278.44,Small,Lower,excel
5415,712.35,Small,Mid,excel
5416,809.40,Small,Mid,pdf
5417,930.67,Small,Mid,pdf
5418,335.21,Small,Lower,excel
5419,9765.39,Medium,Lower,excel
5420,355.69,Small,Lower,excel
5421,727.29,Small,Mid,excel
5422,43.57,Small,Lower,doc
5423,431.76,Small,Lower,excel
5424,242.44,Small,Lower,excel
5425,201.88,Small,Lower,excel
5426,53.33,Small,Lower,doc
5427,398.64,Small,Lower,excel
5428,220.20,Small,Lower,excel
5429,266.48,Small,Lower,pdf
5430,25010.88,Medium,Mid,pdf
5431,26696.18,Medium,Mid,pdf
5432,28779.11,Medium,Mid,excel
5433,502.59,Small,Mid,pdf
5434,637.54,Small,Mid,excel
5435,16037.48,Medium,Mid,pdf
5436,24106.92,Medium,Mid,pdf
5437,16717.15,Medium,Mid,pdf
5438,11598.58,Medium,Lower,excel
5439,26607.64,Medium,Mid,pdf
5440,25553.18,Medium,Mid,pdf
5441,1929270.31,Large,Lower,excel
5442,308.14,Small,Lower,excel
5443,292.10,Small,Lower,excel
5444,27079.43,Medium,Mid,pdf
5445,908.57,Small,Mid,excel
5446,440.69,Small,Lower,pdf
5447,170.12,Small,Lower,pdf
5448,2499300.35,Large,Lower,pdf
5449,877.14,Small,Mid,pdf
5450,643.81,Small,Mid,excel
5451,19874.90,Medium,Mid,excel
5452,405.81,Small,Lower,pdf
5453,29866.60,Medium,Mid,pdf
5454,507.59,Small,Mid,excel
5455,933101.31,Large,Lower,excel
5456,492.90,Small,Lower,excel
5457,874.65,Small,Mid,pdf
5458,277.57,Small,Lower,excel
5459,18342.03,Medium,Mid,excel
5460,586.19,Small,Mid,excel
5461,15248.51,Medium,Lower,excel
5462,167.84,Small,Lower,pdf
5463,910.90,Small,Mid,pdf
5464,985.41,Small,Mid,excel
5465,685.81,Small,Mid,pdf
5466,46.65,Small,Lower,doc
5467,11239.17,Medium,Lower,pdf
5468,596.60,Small,Mid,pdf
5469,970.78,Small,Mid,pdf
5470,519.67,Small,Mid,pdf
5471,2125381.79,Large,Lower,excel
5472,314150.40,Large,Lower,pdf
5473,856.99,Small,Mid,excel
5474,24640.93,Medium,Mid,excel
5475,202.03,Small,Lower,pdf
5476,115.27,Small,Lower,excel
5477,1318.23,Medium,Lower,excel
5478,571.73,Small,Mid,pdf
5479,16234.49,Medium,Mid,excel
5480,17663.54,Medium,Mid,excel
5481,21489.09,Medium,Mid,excel
5482,301.71,Small,Lower,pdf
5483,236.74,Small,Lower,pdf
5484,90.04,Small,Lower,msg
5485,389.47,Small,Lower,pdf
5486,783.06,Small,Mid,excel
5487,8700.73,Medium,Lower,pdf
5488,15583.95,Medium,Mid,pdf
5489,624.46,Small,Mid,excel
5490,4348.47,Medium,Lower,pdf
5491,629.32,Small,Mid,excel
5492,23241.05,Medium,Mid,excel
5493,455.70,Small,Lower,pdf
5494,870.31,Small,Mid,pdf
5495,18176.18,Medium,Mid,pdf
5496,6715.61,Medium,Lower,pdf
5497,268.94,Small,Lower,excel
5498,3359124.38,Large,Mid,pdf
5499,997.30,Small,Mid,excel
5500,11787.86,Medium,Lower,excel
5501,11571.04,Medium,Lower,excel
5502,365.81,Small,Lower,pdf
5503,913.64,Small,Mid,excel
5504,373.41,Small,Lower,pdf
5505,278.15,Small,Lower,excel
5506,3059759.95,Large,Mid,pdf
5507,253.13,Small,Lower,pdf
5508,142.43,Small,Lower,pdf
5509,299.08,Small,Lower,excel
5510,593.76,Small,Mid,excel
5511,363.48,Small,Lower,pdf
5512,5576.38,Medium,Lower,pdf
5513,18346.99,Medium,Mid,excel
5514,325.41,Small,Lower,pdf
5515,12998.57,Medium,Lower,pdf
5516,275.68,Small,Lower,excel
5517,562.27,Small,Mid,excel
5518,21188.71,Medium,Mid,excel
5519,386.88,Small,Lower,pdf
5520,4917.99,Medium,Lower,excel
5521,19484.97,Medium,Mid,pdf
5522,52.72,Small,Lower,doc
5523,717.85,Small,Mid,excel
5524,916.74,Small,Mid,pdf
5525,852.21,Small,Mid,pdf
5526,1273.68,Medium,Lower,pdf
5527,2343095.45,Large,Lower,pdf
5528,276.78,Small,Lower,excel
5529,996.97,Small,Mid,excel
5530,888.79,Small,Mid,pdf
5531,545.40,Small,Mid,excel
5532,23324.14,Medium,Mid,pdf
5533,2808052.46,Large,Mid,pdf
5534,802.58,Small,Mid,pdf
5535,3359834.58,Large,Mid,pdf
5536,355.56,Small,Lower,pdf
5537,366.20,Small,Lower,excel
5538,2636.59,Medium,Lower,pdf
5539,54.16,Small,Lower,msg
5540,26481.24,Medium,Mid,excel
5541,778.41,Small,Mid,pdf
5542,267.94,Small,Lower,pdf
5543,279.01,Small,Lower,excel
5544,329.08,Small,Lower,excel
5545,21543.59,Medium,Mid,excel
5546,28511.37,Medium,Mid,pdf
5547,945.86,Small,Mid,excel
5548,6265.49,Medium,Lower,pdf
5549,5521.42,Medium,Lower,pdf
5550,976.25,Small,Mid,excel
5551,6850.26,Medium,Lower,pdf
5552,24442.00,Medium,Mid,excel
5553,197.81,Small,Lower,excel
5554,46.47,Small,Lower,doc
5555,597.10,Small,Mid,excel
5556,320.81,Small,Lower,excel
5557,605.14,Small,Mid,excel
5558,12260.86,Medium,Lower,excel
5559,10086.18,Medium,Lower,pdf
5560,14253.22,Medium,Lower,excel
5561,690.40,Small,Mid,pdf
5562,942.15,Small,Mid,pdf
5563,328.10,Small,Lower,excel
5564,991.54,Small,Mid,excel
5565,495.78,Small,Lower,excel
5566,25236.51,Medium,Mid,pdf
5567,81.27,Small,Lower,doc
5568,542.57,Small,Mid,pdf
5569,87.36,Small,Lower,doc
5570,609.41,Small,Mid,pdf
5571,777.23,Small,Mid,pdf
5572,846.83,Small,Mid,pdf
5573,130.72,Small,Lower,pdf
5574,14587.72,Medium,Lower,excel
5575,8824.40,Medium,Lower,pdf
5576,2632579.29,Large,Mid,excel
5577,637.33,Small,Mid,pdf
5578,19849.04,Medium,Mid,excel
5579,270.10,Small,Lower,excel
5580,8658.40,Medium,Lower,pdf
5581,6971.09,Medium,Lower,pdf
5582,1973805.27,Large,Lower,pdf
5583,8447.35,Medium,Lower,pdf
5584,140.34,Small,Lower,excel
5585,823.82,Small,Mid,pdf
5586,654.56,Small,Mid,pdf
5587,971.87,Small,Mid,pdf
5588,20603.25,Medium,Mid,pdf
5589,366.78,Small,Lower,pdf
5590,475.52,Small,Lower,excel
5591,646.65,Small,Mid,excel
5592,223.82,Small,Lower,excel
5593,4804571.21,Large,Mid,excel
5594,25203.39,Medium,Mid,excel
5595,19.51,Small,Lower,doc
5596,173.60,Small,Lower,pdf
5597,1353882.62,Large,Lower,excel
5598,810.99,Small,Mid,pdf
5599,2584794.99,Large,Mid,pdf
5600,173.38,Small,Lower,excel
5601,244.21,Small,Lower,pdf
5602,390.63,Small,Lower,pdf
5603,2873.24,Medium,Lower,pdf
5604,370.70,Small,Lower,pdf
5605,648.80,Small,Mid,pdf
5606,20875.18,Medium,Mid,pdf
5607,833648.32,Large,Lower,excel
5608,36.82,Small,Lower,doc
5609,462.95,Small,Lower,excel
5610,6823.51,Medium,Lower,pdf
5611,624.22,Small,Mid,excel
5612,998.20,Small,Mid,pdf
5613,2337.34,Medium,Lower,pdf
5614,2144.08,Medium,Lower,pdf
5615,457899.13,Large,Lower,pdf
5616,13670.02,Medium,Lower,excel
5617,8134.36,Medium,Lower,pdf
5618,560.05,Small,Mid,pdf
5619,4363968.45,Large,Mid,excel
5620,453.88,Small,Lower,excel
5621,287.67,Small,Lower,pdf
5622,298.90,Small,Lower,pdf
5623,549.60,Small,Mid,excel
5624,14229.04,Medium,Lower,pdf
5625,4043.71,Medium,Lower,pdf
5626,3448618.69,Large,Mid,excel
5627,222.23,Small,Lower,excel
5628,657.39,Small,Mid,excel
5629,128.12,Small,Lower,excel
5630,24387.14,Medium,Mid,pdf
5631,610.98,Small,Mid,pdf
5632,10483.73,Medium,Lower,excel
5633,687.72,Small,Mid,pdf
5634,4805150.27,Large,Mid,excel
5635,680.87,Small,Mid,excel
5636,912.69,Small,Mid,excel
5637,20615.60,Medium,Mid,pdf
5638,601.81,Small,Mid,pdf
5639,259.42,Small,Lower,excel
5640,628.67,Small,Mid,pdf
5641,340.94,Small,Lower,pdf
5642,18996.58,Medium,Mid,excel
5643,19874.95,Medium,Mid,pdf
5644,709.97,Small,Mid,excel
5645,435.15,Small,Lower,excel
5646,617.10,Small,Mid,excel
5647,390.45,Small,Lower,pdf
5648,264.21,Small,Lower,pdf
5649,174.84,Small,Lower,excel
5650,849.60,Small,Mid,pdf
5651,701.19,Small,Mid,pdf
5652,51.29,Small,Lower,doc
5653,9698.12,Medium,Lower,pdf
5654,686.17,Small,Mid,pdf
5655,243.47,Small,Lower,pdf
5656,17554.52,Medium,Mid,excel
5657,112.72,Small,Lower,excel
5658,180.22,Small,Lower,pdf
5659,260.78,Small,Lower,excel
5660,866.12,Small,Mid,excel
5661,711.62,Small,Mid,pdf
5662,20024.55,Medium,Mid,pdf
5663,25561.10,Medium,Mid,excel
5664,531.33,Small,Mid,pdf
5665,7429.15,Medium,Lower,pdf
5666,421.77,Small,Lower,excel
5667,505.56,Small,Mid,excel
5668,18250.84,Medium,Mid,pdf
5669,8411.89,Medium,Lower,pdf
5670,837.14,Small,Mid,excel
5671,474.67,Small,Lower,pdf
5672,746.01,Small,Mid,pdf
5673,489.12,Small,Lower,excel
5674,379.07,Small,Lower,pdf
5675,289.99,Small,Lower,pdf
5676,9236.53,Medium,Lower,pdf
5677,325.40,Small,Lower,pdf
5678,10244.63,Medium,Lower,excel
5679,14951.24,Medium,Lower,pdf
5680,478.85,Small,Lower,pdf
5681,444.49,Small,Lower,pdf
5682,1384.49,Medium,Lower,excel
5683,17167.56,Medium,Mid,pdf
5684,437.76,Small,Lower,pdf
5685,848.12,Small,Mid,pdf
5686,25428.86,Medium,Mid,pdf
5687,857.58,Small,Mid,pdf
5688,57.53,Small,Lower,doc
5689,2202.24,Medium,Lower,pdf
5690,766.18,Small,Mid,excel
5691,19985.48,Medium,Mid,excel
5692,43.50,Small,Lower,doc
5693,17675.25,Medium,Mid,excel
5694,697.43,Small,Mid,pdf
5695,1029119.38,Large,Lower,excel
5696,21168.59,Medium,Mid,excel
5697,821.05,Small,Mid,excel
5698,230.31,Small,Lower,pdf
5699,15313.74,Medium,Lower,excel
5700,857.24,Small,Mid,excel
5701,789.15,Small,Mid,pdf
5702,18266.39,Medium,Mid,excel
5703,43.51,Small,Lower,msg
5704,7063.74,Medium,Lower,excel
5705,165.01,Small,Lower,excel
5706,22275.89,Medium,Mid,excel
5707,599.05,Small,Mid,pdf
5708,20743.01,Medium,Mid,excel
5709,26160.69,Medium,Mid,excel
5710,280.07,Small,Lower,pdf
5711,4450121.56,Large,Mid,pdf
5712,21.89,Small,Lower,msg
5713,883.18,Small,Mid,pdf
5714,802.04,Small,Mid,excel
5715,333.59,Small,Lower,pdf
5716,369.14,Small,Lower,excel
5717,27364.20,Medium,Mid,excel
5718,908735.33,Large,Lower,pdf
5719,5041.40,Medium,Lower,excel
5720,8975.14,Medium,Lower,excel
5721,22430.31,Medium,Mid,excel
5722,654.38,Small,Mid,pdf
5723,320.57,Small,Lower,excel
5724,579.74,Small,Mid,excel
5725,16807.39,Medium,Mid,excel
5726,391.41,Small,Lower,excel
5727,15470.15,Medium,Lower,pdf
5728,885.59,Small,Mid,excel
5729,828.70,Small,Mid,pdf
5730,853.11,Small,Mid,pdf
5731,27047.87,Medium,Mid,excel
5732,653.08,Small,Mid,pdf
5733,603.23,Small,Mid,excel
5734,765.76,Small,Mid,pdf
5735,899.99,Small,Mid,pdf
5736,940.86,Small,Mid,excel
5737,8870.87,Medium,Lower,excel
5738,74.89,Small,Lower,msg
5739,3052.27,Medium,Lower,excel
5740,1636882.12,Large,Lower,pdf
5741,819.35,Small,Mid,excel
5742,620.90,Small,Mid,pdf
5743,807.69,Small,Mid,pdf
5744,24892.79,Medium,Mid,excel
5745,470.65,Small,Lower,pdf
5746,78.76,Small,Lower,msg
5747,50.82,Small,Lower,doc
5748,47.21,Small,Lower,msg
5749,26749.52,Medium,Mid,excel
5750,627.76,Small,Mid,pdf
5751,519.02,Small,Mid,pdf
5752,17239.03,Medium,Mid,pdf
5753,671.98,Small,Mid,pdf
5754,8074.08,Medium,Lower,pdf
5755,505.82,Small,Mid,pdf
5756,23892.06,Medium,Mid,pdf
5757,29859.83,Medium,Mid,pdf
5758,13761.00,Medium,Lower,excel
5759,248.24,Small,Lower,excel
5760,19129.49,Medium,Mid,excel
5761,21267.41,Medium,Mid,excel
5762,677.31,Small,Mid,pdf
5763,184.17,Small,Lower,excel
5764,859.50,Small,Mid,pdf
5765,382.25,Small,Lower,pdf
5766,5853.97,Medium,Lower,pdf
5767,9811.52,Medium,Lower,pdf
5768,133.70,Small,Lower,pdf
5769,26919.62,Medium,Mid,excel
5770,808.97,Small,Mid,excel
5771,922.37,Small,Mid,excel
5772,522.89,Small,Mid,excel
5773,628.03,Small,Mid,pdf
5774,923.86,Small,Mid,excel
5775,844.66,Small,Mid,excel
5776,89.25,Small,Lower,msg
5777,575.04,Small,Mid,pdf
5778,712.23,Small,Mid,excel
5779,573.52,Small,Mid,pdf
5780,16537.24,Medium,Mid,excel
5781,18753.97,Medium,Mid,excel
5782,26206.50,Medium,Mid,pdf
5783,711.04,Small,Mid,excel
5784,27.69,Small,Lower,msg
5785,10819.42,Medium,Lower,excel
5786,2081.27,Medium,Lower,excel
5787,1059628.76,Large,Lower,pdf
5788,999.76,Small,Mid,pdf
5789,1952868.91,Large,Lower,pdf
5790,16722.56,Medium,Mid,pdf
5791,183.74,Small,Lower,excel
5792,636.72,Small,Mid,pdf
5793,10771.61,Medium,Lower,pdf
5794,379.82,Small,Lower,excel
5795,28534.42,Medium,Mid,excel
5796,13647.73,Medium,Lower,excel
5797,578.50,Small,Mid,pdf
5798,6948.24,Medium,Lower,excel
5799,773.37,Small,Mid,excel
5800,724.87,Small,Mid,excel
5801,699.17,Small,Mid,pdf
5802,495.22,Small,Lower,pdf
5803,142.14,Small,Lower,excel
5804,956.85,Small,Mid,excel
5805,14940.17,Medium,Lower,pdf
5806,1420.03,Medium,Lower,excel
5807,2618023.37,Large,Mid,excel
5808,972.26,Small,Mid,excel
5809,2658837.01,Large,Mid,excel
5810,19768.94,Medium,Mid,excel
5811,236.85,Small,Lower,pdf
5812,998.62,Small,Mid,pdf
5813,13505.07,Medium,Lower,excel
5814,11983.49,Medium,Lower,pdf
5815,24563.40,Medium,Mid,pdf
5816,19712.52,Medium,Mid,pdf
5817,24497.64,Medium,Mid,excel
5818,852762.69,Large,Lower,excel
5819,15177.44,Medium,Lower,excel
5820,197.65,Small,Lower,pdf
5821,3194547.48,Large,Mid,excel
5822,20571.68,Medium,Mid,pdf
5823,18857.43,Medium,Mid,pdf
5824,15775.30,Medium,Mid,excel
5825,292.11,Small,Lower,excel
5826,210.49,Small,Lower,pdf
5827,6021.29,Medium,Lower,pdf
5828,113.06,Small,Lower,excel
5829,2119286.98,Large,Lower,excel
5830,292.47,Small,Lower,excel
5831,858.57,Small,Mid,excel
5832,28728.85,Medium,Mid,pdf
5833,20994.72,Medium,Mid,excel
5834,511.18,Small,Mid,pdf
5835,344.70,Small,Lower,excel
5836,291.76,Small,Lower,pdf
5837,749.81,Small,Mid,excel
5838,604.32,Small,Mid,excel
5839,869.64,Small,Mid,pdf
5840,397.85,Small,Lower,pdf
5841,2783.60,Medium,Lower,pdf
5842,743.02,Small,Mid,excel
5843,516.75,Small,Mid,excel
5844,22081.14,Medium,Mid,excel
5845,1165355.27,Large,Lower,pdf
5846,179.76,Small,Lower,pdf
5847,34.46,Small,Lower,msg
5848,688.11,Small,Mid,excel
5849,290.90,Small,Lower,pdf
5850,61.55,Small,Lower,doc
5851,5957.95,Medium,Lower,excel
5852,2677146.12,Large,Mid,pdf
5853,6372.08,Medium,Lower,pdf
5854,151.50,Small,Lower,excel
5855,11716.59,Medium,Lower,excel
5856,827.43,Small,Mid,pdf
5857,430.14,Small,Lower,excel
5858,666.72,Small,Mid,excel
5859,1187318.95,Large,Lower,pdf
5860,635.51,Small,Mid,excel
5861,254.60,Small,Lower,excel
5862,614.39,Small,Mid,excel
5863,385253.42,Large,Lower,pdf
5864,386262.01,Large,Lower,pdf
5865,302.09,Small,Lower,pdf
5866,29581.32,Medium,Mid,pdf
5867,10254.97,Medium,Lower,excel
5868,847.18,Small,Mid,pdf
5869,848.20,Small,Mid,pdf
5870,998.33,Small,Mid,excel
5871,9331.76,Medium,Lower,excel
5872,771.33,Small,Mid,excel
5873,26993.78,Medium,Mid,excel
5874,475.92,Small,Lower,pdf
5875,824.29,Small,Mid,pdf
5876,15080.95,Medium,Lower,pdf
5877,750.36,Small,Mid,pdf
5878,570.87,Small,Mid,excel
5879,25155.21,Medium,Mid,excel
5880,122.25,Small,Lower,excel
5881,335.66,Small,Lower,pdf
5882,2769865.59,Large,Mid,pdf
5883,0.46,Small,Lower,msg
5884,14695.27,Medium,Lower,pdf
5885,479.45,Small,Lower,pdf
5886,22715.32,Medium,Mid,excel
5887,688.93,Small,Mid,pdf
5888,10389.39,Medium,Lower,excel
5889,591.78,Small,Mid,pdf
5890,821.62,Small,Mid,pdf
5891,834.24,Small,Mid,excel
5892,3386609.31,Large,Mid,excel
5893,6748.05,Medium,Lower,pdf
5894,27379.28,Medium,Mid,excel
5895,318.26,Small,Lower,excel
5896,14832.73,Medium,Lower,excel
5897,3465184.47,Large,Mid,pdf
5898,317.36,Small,Lower,pdf
5899,104.40,Small,Lower,pdf
5900,525051.81,Large,Lower,pdf
5901,332.14,Small,Lower,pdf
5902,27496.53,Medium,Mid,pdf
5903,572.09,Small,Mid,pdf
5904,13815.11,Medium,Lower,excel
5905,2298.19,Medium,Lower,pdf
5906,711.53,Small,Mid,excel
5907,676.50,Small,Mid,excel
5908,372.59,Small,Lower,pdf
5909,402.32,Small,Lower,pdf
5910,275.83,Small,Lower,excel
5911,3400.02,Medium,Lower,pdf
5912,20655.53,Medium,Mid,excel
5913,160.59,Small,Lower,excel
5914,687.32,Small,Mid,pdf
5915,21894.35,Medium,Mid,pdf
5916,404.23,Small,Lower,pdf
5917,354.03,Small,Lower,pdf
5918,1676.80,Medium,Lower,pdf
5919,11865.26,Medium,Lower,pdf
5920,230.95,Small,Lower,excel
5921,2133076.63,Large,Lower,pdf
5922,734.72,Small,Mid,pdf
5923,672.07,Small,Mid,excel
